,wx,wy,wz,nx,ny,nz,tx,ty,tz
21,2.306,-2.113,10.096,-0.174,8.935,4.2010000000000005,-5.367000000000001,1.614,10.481
22,2.069,-2.1919999999999997,9.639,-0.214,9.117,4.271,-5.492999999999999,1.52,11.11
23,1.8630000000000002,-2.197,9.23,-0.22,9.24,4.319,-5.555,1.371,11.651
24,1.791,-2.145,8.814,-0.194,9.269,4.292,-5.626,1.4580000000000002,12.325
25,1.7169999999999999,-2.096,8.389,-0.168,9.183,4.17,-5.901,1.75,12.886
26,1.6159999999999999,-1.9880000000000002,8.025,-0.175,9.055,4.005,-6.074,1.969,12.982999999999999
27,1.587,-1.8319999999999999,7.73,-0.196,8.966000000000003,3.838,-6.017,2.105,12.942
28,1.7180000000000002,-1.659,7.529,-0.196,8.934,3.662,-5.4860000000000015,2.105,12.882
29,1.9909999999999999,-1.4780000000000002,7.442,-0.212,8.934,3.522,-4.784,2.075,12.747
30,2.346,-1.324,7.444,-0.214,8.882,3.415,-4.138,1.999,12.568
31,2.659,-1.276,7.471,-0.248,8.882,3.332,-3.7539999999999996,1.8769999999999998,12.341
32,2.8710000000000004,-1.3419999999999999,7.439,-0.298,8.861,3.248,-3.694,1.797,11.921
33,3.0269999999999997,-1.496,7.404,-0.384,8.865,3.195,-3.8810000000000002,1.778,11.459000000000001
34,3.141,-1.699,7.416,-0.46,8.849,3.227,-4.2330000000000005,1.8159999999999998,11.24
35,3.199,-1.923,7.468,-0.499,8.809,3.227,-4.598,1.879,11.237
36,3.1319999999999997,-2.252,7.721,-0.506,8.751,3.298,-4.846,1.902,11.210999999999999
37,3.1319999999999997,-2.252,7.721,-0.52,8.699,3.36,-4.899,1.839,11.161
38,2.9819999999999998,-2.286,7.943,-0.54,8.624,3.387,-4.7,1.7930000000000001,11.106
39,2.795,-2.286,7.943,-0.5720000000000001,8.582,3.388,-4.362,1.7619999999999998,11.046
40,2.654,-2.235,8.191,-0.626,8.525,3.415,-3.728,1.669,10.757
41,2.597,-2.079,8.386000000000001,-0.667,8.443,3.4930000000000003,-3.0839999999999996,1.489,9.785
42,2.569,-1.86,8.486,-0.685,8.431000000000001,3.582,-2.841,1.3419999999999999,8.782
43,2.577,-1.6019999999999999,8.516,-0.674,8.517000000000001,3.668,-2.964,1.204,8.58
44,2.641,-1.3159999999999998,8.49,-0.6759999999999999,8.661,3.751,-3.279,1.001,9.006
45,2.695,-1.037,8.523,-0.696,8.845,3.83,-3.582,0.8240000000000001,9.456
46,2.6489999999999996,-0.7909999999999999,8.642000000000001,-0.727,9.002,3.899,-3.627,0.765,9.482000000000001
47,2.479,-0.569,8.808,-0.7240000000000001,9.105,3.974,-3.36,0.8240000000000001,8.897
48,2.24,-0.382,8.964,-0.69,9.14,4.058,-3.135,0.8420000000000001,7.755
49,1.9980000000000002,-0.223,9.116,-0.638,9.109,4.124,-3.225,0.855,6.646
50,1.7930000000000001,-0.107,9.291,-0.583,9.063,4.13,-3.575,0.7829999999999999,6.319
51,1.646,-0.038,9.449,-0.528,9.02,4.126,-3.972,0.753,6.858
52,1.5630000000000002,-0.008,9.606,-0.442,8.971,4.09,-4.395,0.6809999999999999,7.761
53,1.5619999999999998,0.061,9.697000000000001,-0.327,8.953,3.994,-4.748,0.491,9.057
54,1.633,0.193,9.73,-0.201,8.954,3.862,-5.0710000000000015,0.21899999999999997,10.263
55,1.7480000000000002,0.39399999999999996,9.681000000000001,-0.091,8.977,3.733,-5.279,-0.062,10.222999999999999
56,1.881,0.622,9.647,-0.024,9.032,3.691,-5.405,-0.209,8.367
57,1.9509999999999998,0.833,9.627,-0.012,9.069,3.739,-5.602,-0.035,6.513
58,1.891,1.01,9.6,-0.096,9.045,3.806,-5.7570000000000014,0.218,5.7139999999999995
59,1.68,1.14,9.604,-0.249,8.936,3.881,-5.787999999999999,0.217,5.962999999999999
60,1.3780000000000001,1.226,9.62,-0.4370000000000001,8.783999999999999,3.948,-5.83,-0.04,7.41
61,1.062,1.295,9.634,-0.619,8.635,3.932,-5.9079999999999995,-0.527,9.464
62,0.7979999999999999,1.365,9.59,-0.728,8.592,3.869,-5.782,-1.162,10.502
63,0.628,1.432,9.499,-0.755,8.675,3.826,-5.702000000000001,-1.735,9.847000000000001
64,0.597,1.489,9.416,-0.737,8.792,3.826,-5.816,-1.847,8.467
65,0.718,1.5190000000000001,9.322000000000001,-0.718,8.868,3.785,-6.1229999999999976,-1.3119999999999998,7.53
66,0.924,1.476,9.227,-0.679,8.918,3.656,-6.6979999999999995,-0.42,7.603
67,1.125,1.35,9.177,-0.645,8.988999999999997,3.485,-7.459,0.33,8.34
68,1.284,1.183,9.12,-0.63,9.112,3.364,-7.971,0.6809999999999999,8.882
69,1.325,1.012,9.041,-0.657,9.207,3.349,-7.912000000000001,0.575,8.82
70,1.304,0.858,8.996,-0.696,9.238,3.363,-7.416,0.196,8.805
71,1.262,0.752,9.049,-0.73,9.238,3.367,-6.9910000000000005,-0.192,9.152999999999999
72,1.195,0.643,9.201,-0.74,9.225,3.373,-6.761,-0.322,9.772
73,1.085,0.51,9.426,-0.6809999999999999,9.196,3.385,-6.5360000000000005,-0.261,9.861
74,0.9840000000000001,0.314,9.664,-0.555,9.184,3.372,-6.202999999999999,-0.084,9.279
75,0.9640000000000001,0.061,9.827,-0.408,9.206,3.372,-5.652,0.136,8.717
76,1.045,-0.171,9.941,-0.315,9.193,3.402,-4.96,0.062,8.302
77,1.168,-0.391,10.027999999999999,-0.256,9.143,3.426,-4.3839999999999995,-0.34700000000000003,8.021
78,1.247,-0.624,10.183,-0.255,9.087,3.454,-3.96,-0.9840000000000001,7.72
79,1.318,-0.894,10.409,-0.317,9.051,3.487,-3.6830000000000003,-1.5619999999999998,7.4529999999999985
80,1.411,-1.222,10.708,-0.406,9.035,3.508,-3.472,-2.025,7.222
81,1.499,-1.541,11.059000000000001,-0.475,9.005,3.522,-3.272,-2.344,6.6770000000000005
82,1.604,-1.757,11.383,-0.498,9.017,3.535,-3.156,-2.588,6.068
83,1.7469999999999999,-1.79,11.542,-0.491,9.021,3.542,-3.135,-2.787,5.704
84,1.865,-1.6269999999999998,11.527000000000001,-0.448,8.96,3.545,-3.1719999999999997,-3.194,5.55
85,1.882,-1.393,11.459000000000001,-0.397,8.814,3.525,-3.0410000000000004,-3.8819999999999997,5.5070000000000014
86,1.775,-1.205,11.355,-0.335,8.638,3.49,-2.6039999999999996,-4.681,5.355
87,1.665,-1.103,11.224,-0.253,8.532,3.402,-1.89,-5.528,4.955
88,1.629,-1.051,11.095999999999998,-0.162,8.527000000000001,3.373,-1.505,-6.23,4.565
89,1.7109999999999999,-1.026,10.950999999999999,-0.132,8.568,3.358,-1.385,-6.625,4.263999999999999
90,1.9140000000000001,-0.9620000000000001,10.764000000000001,-0.141,8.652999999999999,3.42,-1.341,-6.721,3.968
91,2.198,-0.863,10.530999999999999,-0.187,8.735,3.535,-1.3419999999999999,-6.728,3.806
92,2.456,-0.747,10.251,-0.256,8.857000000000003,3.648,-1.3869999999999998,-6.6670000000000025,3.838
93,2.6060000000000003,-0.655,9.99,-0.3,9.003,3.741,-1.5490000000000002,-6.6270000000000024,4.07
94,2.61,-0.594,9.787,-0.303,9.118,3.846,-1.695,-6.73,4.357
95,2.461,-0.532,9.603,-0.271,9.131,3.95,-1.724,-6.801,4.6419999999999995
96,2.229,-0.47600000000000003,9.404,-0.223,9.033,3.996,-1.617,-6.649,4.829
97,1.9869999999999999,-0.45399999999999996,9.154,-0.17600000000000002,8.89,3.967,-1.611,-6.237,5.015
98,1.829,-0.423,8.892999999999997,-0.158,8.765,3.858,-1.6480000000000001,-5.814,5.046
99,2.119,-0.256,8.317,-0.163,8.707,3.713,-1.8969999999999998,-5.24,4.996
100,1.896,-0.256,8.317,-0.208,8.705,3.591,-2.225,-4.6110000000000015,5.0760000000000005
101,2.005,-0.156,8.066,-0.273,8.735,3.53,-2.714,-4.144,5.2829999999999995
102,2.115,-0.067,7.853,-0.344,8.786,3.536,-3.235,-3.95,5.608
103,2.229,0.038,7.63,-0.406,8.927999999999997,3.596,-3.7030000000000003,-3.97,6.051
104,2.359,0.14800000000000002,7.405,-0.431,9.11,3.715,-4.195,-4.069,6.617999999999999
105,2.5380000000000003,0.272,7.223,-0.415,9.268,3.881,-4.495,-4.102,7.045
106,2.7430000000000003,0.39,7.162999999999999,-0.339,9.348,4.017,-4.559,-3.886,7.199
107,2.887,0.503,7.25,-0.238,9.349,4.08,-4.6110000000000015,-3.405,7.0020000000000024
108,2.877,0.575,7.4060000000000015,-0.153,9.269,4.045,-4.784,-2.701,6.901
109,2.783,0.633,7.657,-0.128,9.135,3.915,-5.077,-2.0140000000000002,6.7970000000000015
110,2.6910000000000003,0.687,7.933,-0.156,8.952,3.721,-5.401,-1.445,6.9910000000000005
111,2.6430000000000002,0.721,8.182,-0.187,8.77,3.485,-5.617999999999999,-1.065,7.277
112,2.636,0.713,8.407,-0.225,8.726,3.267,-5.6720000000000015,-0.831,7.556
113,2.594,0.637,8.637,-0.298,8.805,3.145,-5.575,-0.7879999999999999,7.746
114,2.431,0.499,8.847000000000003,-0.391,8.967,3.2060000000000004,-5.223,-0.8390000000000001,7.785
115,2.228,0.336,9.104,-0.484,9.151,3.3080000000000003,-4.761,-0.856,7.685
116,2.144,0.166,9.454,-0.53,9.202,3.442,-4.148,-0.769,7.724
117,2.148,0.036000000000000004,9.837,-0.5670000000000001,9.069,3.577,-4.263999999999999,-0.4970000000000001,7.773
118,2.174,-0.040999999999999995,10.19,-0.601,8.853,3.679,-4.013999999999999,-0.062,8.402000000000001
119,2.148,-0.065,10.533,-0.622,8.666,3.698,-4.077,0.335,8.905
120,2.052,-0.034,10.842,-0.612,8.568,3.616,-4.073,0.642,9.572000000000001
121,1.8869999999999998,0.043,11.107000000000001,-0.532,8.495,3.527,-4.184,0.626,9.629
122,1.739,0.154,11.305,-0.445,8.478,3.432,-4.298,0.7509999999999999,9.613
123,1.739,0.26899999999999996,11.417,-0.383,8.538,3.3510000000000004,-4.565,0.8740000000000001,9.837
124,1.3119999999999998,0.35100000000000003,11.470999999999998,-0.35700000000000004,8.628,3.318,-4.834,1.016,10.142999999999999
125,1.48,0.373,11.413,-0.371,8.691,3.372,-4.9860000000000015,1.425,11.317
126,1.2670000000000001,0.373,11.274000000000001,-0.406,8.727,3.475,-4.851,1.8330000000000002,11.412
127,1.01,0.373,11.097000000000001,-0.457,8.793,3.592,-4.561,2.046,11.603
128,0.775,0.439,10.908,-0.491,8.856,3.728,-4.234,2.131,11.776
129,0.611,0.579,10.758,-0.512,8.886000000000003,3.871,-4.033,2.133,11.890999999999998
130,0.57,0.7659999999999999,10.452,-0.518,8.879,3.964,-3.949,2.181,12.06
131,0.607,0.937,10.637,-0.491,8.821,4.003,-3.843,2.359,12.354000000000001
132,0.718,1.0390000000000001,10.49,-0.442,8.764,4.027,-3.64,2.494,12.555
133,0.887,1.079,10.331,-0.371,8.756,4.013,-3.358,2.521,12.382
134,1.0859999999999999,1.068,10.155,-0.303,8.812999999999997,3.95,-3.175,2.449,11.82
135,1.2690000000000001,1.053,9.934,-0.233,8.926,3.9,-3.168,2.421,11.158
136,1.4480000000000002,1.074,9.668,-0.201,9.072,3.868,-3.3689999999999998,2.506,10.685
137,1.617,1.123,9.401,-0.199,9.184,3.897,-3.717,2.568,10.603
138,1.715,1.1540000000000001,9.175,-0.236,9.263,3.974,-4.138,2.563,10.94
139,1.7069999999999999,1.1740000000000002,8.99,-0.278,9.212,4.0710000000000015,-4.4460000000000015,2.416,11.594000000000001
140,1.62,1.198,8.878,-0.306,9.062,4.092,-4.227,2.162,11.759
141,1.495,1.204,8.815,-0.321,8.892000000000003,4.025,-3.773,1.939,11.217
142,1.354,1.204,8.769,-0.302,8.756,3.875,-3.6310000000000002,1.889,10.374
143,1.2309999999999999,1.194,8.742,-0.253,8.662,3.754,-3.783,1.996,9.742
144,1.18,1.162,8.708,-0.194,8.595,3.686,-4.039,2.1319999999999997,9.725
145,1.214,1.123,8.651,-0.162,8.638,3.627,-4.112,2.093,9.845
146,1.32,1.053,8.554,-0.168,8.794,3.585,-4.011,1.984,9.504
147,1.426,0.9740000000000001,8.474,-0.215,9.021,3.583,-3.873,1.994,9.261000000000001
148,1.5019999999999998,0.888,8.472999999999999,-0.294,9.27,3.632,-3.7110000000000003,2.024,8.874
149,1.4880000000000002,0.804,8.517000000000001,-0.37,9.454,3.663,-3.801,2.008,8.432
150,1.4069999999999998,0.7190000000000001,8.556000000000001,-0.393,9.538,3.643,-4.086,1.932,8.373
151,1.34,0.6559999999999999,8.592,-0.371,9.525,3.571,-4.235,1.723,8.539
152,1.367,0.591,8.63,-0.322,9.434,3.4730000000000003,-4.262,1.403,8.332
153,1.452,0.579,8.658999999999999,-0.302,9.306,3.335,-4.36,1.002,8.17
154,1.5290000000000001,0.5760000000000001,8.727,-0.304,9.237,3.224,-4.612,0.522,8.296
155,1.555,0.514,8.824,-0.362,9.258,3.174,-4.823,0.102,8.52
156,1.555,0.423,8.877,-0.444,9.376,3.208,-4.907,-0.145,8.578
157,1.58,0.387,8.902999999999997,-0.511,9.487,3.287,-4.93,-0.218,8.321
158,1.64,0.45299999999999996,8.911,-0.527,9.515,3.3160000000000003,-4.9,-0.078,7.8370000000000015
159,1.7269999999999999,0.601,8.838,-0.455,9.473,3.282,-4.881,0.157,7.24
160,1.841,0.755,8.742,-0.335,9.395,3.248,-4.77,0.341,6.669
161,2.0,0.875,8.654,-0.184,9.248,3.2030000000000003,-4.726,0.499,6.343
162,2.146,0.937,8.622,-0.087,9.105,3.133,-4.9639999999999995,0.6609999999999999,6.2989999999999995
163,2.188,0.94,8.716000000000001,-0.049,8.985,3.111,-5.3820000000000014,0.6679999999999999,6.483
164,2.186,0.9059999999999999,8.891,-0.084,8.841000000000003,3.14,-5.822,0.4920000000000001,6.718999999999999
165,2.157,0.8809999999999999,9.078,-0.168,8.76,3.139,-6.364,0.34,7.246
166,2.082,0.8490000000000001,9.23,-0.243,8.741,3.117,-6.867999999999999,0.18600000000000005,8.041
167,1.996,0.764,9.38,-0.29,8.727,3.153,-7.138,0.08900000000000001,8.806000000000003
168,1.9180000000000001,0.591,9.499,-0.302,8.704,3.256,-7.0470000000000015,0.172,9.048
169,1.851,0.341,9.652999999999999,-0.273,8.699,3.411,-6.511,0.243,8.811
170,1.854,0.037000000000000005,9.844,-0.223,8.665,3.576,-5.855,0.28,8.477
171,1.93,-0.251,10.051,-0.184,8.607000000000001,3.693,-5.386,0.401,8.487
172,2.066,-0.529,10.222999999999999,-0.188,8.546,3.783,-5.315,0.451,8.926
173,2.258,-0.7509999999999999,10.369000000000002,-0.238,8.452,3.828,-5.5329999999999995,0.509,9.404
174,2.495,-0.871,10.464,-0.305,8.4,3.893,-6.066,0.532,9.492
175,2.719,-0.873,10.512,-0.342,8.455,3.98,-6.82,0.67,9.568
176,2.9010000000000002,-0.8140000000000001,10.550999999999998,-0.342,8.574,4.075,-7.3329999999999975,0.759,9.621
177,3.0,-0.758,10.628,-0.35,8.652999999999999,4.183,-7.544,0.7040000000000001,9.365
178,2.983,-0.769,10.754000000000001,-0.311,8.674,4.191,-7.496,0.5529999999999999,8.969
179,2.915,-0.8270000000000001,10.882,-0.243,8.642000000000001,4.136,-7.07,0.342,8.722000000000001
180,2.8960000000000004,-0.855,10.945,-0.175,8.642000000000001,4.051,-6.3610000000000015,-0.06,8.577
181,2.945,-0.7979999999999999,10.946,-0.122,8.626,3.968,-5.626,-0.627,8.431000000000001
182,3.0269999999999997,-0.7090000000000001,10.849,-0.168,8.639,3.879,-5.113,-1.161,8.151
183,3.096,-0.638,10.72,-0.25,8.644,3.834,-4.873,-1.6269999999999998,7.892
184,3.1260000000000003,-0.618,10.620999999999999,-0.34600000000000003,8.667,3.834,-4.757,-2.052,7.537000000000001
185,3.1439999999999997,-0.637,10.475,-0.42,8.652999999999999,3.889,-4.606,-2.394,6.9979999999999976
186,3.1439999999999997,-0.6609999999999999,10.259,-0.45,8.696,4.2810000000000015,-4.417,-2.665,6.39
187,3.136,-0.7040000000000001,10.052,-0.425,8.823,4.051,-4.2330000000000005,-2.886,6.051
188,3.112,-0.7190000000000001,9.84,-0.34,9.043,4.166,-3.971,-3.096,5.726
189,3.069,-0.688,9.664,-0.245,9.254,4.3260000000000005,-3.7060000000000004,-3.32,5.563
190,2.998,-0.636,9.491,-0.16899999999999998,9.398,4.445,-3.4730000000000003,-3.6430000000000002,5.607
191,2.9160000000000004,-0.5720000000000001,9.337,-0.17800000000000002,9.452,4.413,-3.26,-4.02,5.62
192,2.844,-0.509,9.228,-0.261,9.433,4.245,-3.1210000000000004,-4.33,5.403
193,2.802,-0.4320000000000001,9.122,-0.348,9.383,4.037,-2.99,-4.598,4.954
194,2.7739999999999996,-0.371,9.025,-0.412,9.267,3.809,-2.883,-4.815,4.574
195,2.759,-0.326,8.927999999999997,-0.474,9.139,3.553,-2.7260000000000004,-5.011,4.3660000000000005
196,2.7710000000000004,-0.298,8.826,-0.541,9.017,3.322,-2.551,-5.235,4.471
197,2.793,-0.263,8.763,-0.5820000000000001,8.978,3.187,-2.356,-5.485,4.511
198,2.793,-0.247,8.708,-0.608,8.981,3.196,-2.166,-5.631,4.385
199,2.72,-0.239,8.648,-0.594,8.984,3.309,-1.949,-5.606,4.266
200,2.6239999999999997,-0.251,8.589,-0.565,8.896,3.438,-1.695,-5.478,4.034
201,2.5639999999999996,-0.26899999999999996,8.582,-0.557,8.697000000000001,3.539,-1.636,-5.268,4.023
202,2.5380000000000003,-0.29100000000000004,8.617,-0.5670000000000001,8.472999999999999,3.596,-1.732,-5.052,4.33
203,2.516,-0.298,8.702,-0.613,8.279,3.615,-1.9380000000000002,-4.808,4.743
204,2.465,-0.314,8.856,-0.6659999999999999,8.15,3.628,-2.194,-4.494,5.162999999999999
205,2.375,-0.33899999999999997,9.031,-0.705,8.138,3.636,-2.52,-4.1339999999999995,5.6129999999999995
206,2.294,-0.33799999999999997,9.136000000000001,-0.723,8.205,3.615,-2.787,-3.858,5.763999999999999
207,2.252,-0.285,9.166,-0.7090000000000001,8.317,3.618,-3.148,-3.575,5.787000000000001
208,2.225,-0.18100000000000002,9.141,-0.6920000000000001,8.468,3.661,-3.6260000000000003,-3.3139999999999996,5.666
209,2.162,-0.078,9.035,-0.705,8.623,3.727,-4.143,-3.105,5.604
210,2.069,-0.006999999999999999,8.93,-0.747,8.726,3.826,-4.615,-2.877,5.784
211,2.035,0.083,8.874,-0.795,8.79,3.923,-5.039,-2.553,6.166
212,2.108,0.247,8.915,-0.821,8.832,4.002,-5.2620000000000005,-2.128,6.614
213,2.234,0.48,9.023,-0.79,8.851,4.075,-5.233,-1.604,7.016
214,2.316,0.727,9.099,-0.696,8.881,4.119,-5.1,-1.021,7.268
215,2.31,0.927,9.149,-0.569,8.921,4.125,-5.0280000000000005,-0.408,7.396
216,2.246,1.055,9.17,-0.413,8.978,4.058,-4.996,0.091,7.561
217,2.168,1.122,9.154,-0.284,9.1,3.956,-5.0710000000000015,0.498,7.561
218,2.096,1.165,9.142999999999999,-0.205,9.236,3.867,-5.27,0.804,7.609
219,2.061,1.238,9.149,-0.198,9.321,3.776,-5.535,1.082,7.657
220,2.112,1.308,9.13,-0.224,9.404,3.706,-5.7589999999999995,1.466,7.712999999999999
221,2.2359999999999998,1.344,9.122,-0.242,9.498,3.658,-5.867999999999999,1.9140000000000001,8.3
222,2.394,1.335,9.118,-0.244,9.491,3.63,-5.64,2.309,9.27
223,2.552,1.31,9.147,-0.255,9.421,3.5810000000000004,-5.252999999999999,2.72,10.41
224,2.673,1.3019999999999998,9.165,-0.277,9.309,3.527,-4.985,3.13,11.75
225,2.752,1.2770000000000001,9.205,-0.338,9.13,3.451,-4.993,3.128,12.538
226,2.7960000000000003,1.219,9.275,-0.436,8.884,3.354,-5.154,2.9339999999999997,12.695
227,2.759,1.08,9.318999999999999,-0.535,8.78,3.274,-4.987,2.875,12.616
228,2.637,0.907,9.379,-0.622,8.908,3.2910000000000004,-4.338,2.931,12.707
229,2.47,0.757,9.425,-0.7,9.121,3.412,-3.4130000000000003,3.0810000000000004,12.981
230,2.346,0.6729999999999999,9.449,-0.7390000000000001,9.278,3.563,-2.4730000000000003,3.2,13.225999999999999
231,2.325,0.7120000000000001,9.486,-0.684,9.266,3.674,-1.621,3.372,13.386
232,2.435,0.87,9.525,-0.5539999999999999,9.249,3.739,-0.8490000000000001,3.44,13.321
233,2.57,1.07,9.509,-0.402,9.237,3.794,-0.315,3.406,12.828
234,2.662,1.216,9.44,-0.297,9.161,3.796,-0.138,3.355,12.195
235,2.6919999999999997,1.3019999999999998,9.357000000000001,-0.248,9.038,3.713,-0.375,3.4019999999999997,11.693
236,2.6310000000000002,1.3230000000000002,9.283999999999999,-0.236,8.874,3.582,-0.996,3.48,11.592
237,2.496,1.275,9.238,-0.227,8.673,3.431,-1.6440000000000001,3.326,11.413
238,2.3480000000000003,1.204,9.24,-0.201,8.647,3.344,-2.282,3.031,11.212
239,2.204,1.115,9.312999999999999,-0.17,8.808,3.367,-2.9019999999999997,2.722,11.370999999999999
240,2.0869999999999997,1.024,9.391,-0.16,8.976,3.51,-3.1839999999999997,2.3680000000000003,11.232000000000001
241,1.9980000000000002,0.941,9.462,-0.157,9.137,3.724,-3.2739999999999996,2.055,10.429
242,1.9980000000000002,0.8370000000000001,9.47,-0.168,9.27,3.996,-3.674,1.9380000000000002,9.226
243,1.942,0.718,9.426,-0.18600000000000005,9.345,4.209,-4.357,2.017,8.323
244,1.912,0.506,9.331,-0.214,9.347,4.293,-5.006,2.106,7.902
245,1.834,0.2,9.255,-0.236,9.248,4.207,-5.407,2.07,7.869
246,1.751,-0.08,9.249,-0.181,9.086,4.005,-5.648,1.97,8.249
247,1.712,-0.071,9.283999999999999,-0.036000000000000004,8.964,3.764,-5.728,1.814,8.838
248,1.7819999999999998,-0.47,9.327,0.14,8.897,3.563,-5.625,1.5859999999999999,9.141
249,1.8719999999999999,-0.56,9.372,0.281,8.82,3.4,-5.282,1.435,9.07
250,1.994,-0.583,9.341000000000001,0.33,8.696,3.274,-4.7139999999999995,1.3530000000000002,8.78
251,1.994,-0.583,9.341000000000001,0.272,8.557,3.162,-4.101,1.34,8.207
252,2.13,-0.601,9.158,0.168,8.474,3.124,-4.277,1.311,7.525
253,2.263,-0.649,9.158,0.068,8.453,3.129,-4.099,1.307,7.187
254,2.339,-0.755,9.136000000000001,-0.014,8.472000000000001,3.141,-4.098,1.307,7.394
255,2.401,-0.9209999999999999,9.171,-0.073,8.487,3.194,-4.2780000000000005,0.983,7.896
256,2.5269999999999997,-1.083,9.245,-0.104,8.485,3.282,-4.658,1.189,8.198
257,2.734,-1.199,9.382,-0.097,8.511000000000001,3.394,-5.102,1.016,8.198
258,3.217,-1.28,9.722000000000001,-0.065,8.568999999999999,3.523,-5.584,0.897,7.904
259,3.217,-1.28,9.722000000000001,-0.034,8.635,3.681,-5.97,0.866,7.309
260,3.217,-1.28,9.722000000000001,-0.006,8.651,3.83,-6.059,0.893,7.341
261,3.478,-1.234,9.856,0.026,8.652999999999999,3.892,-5.896,0.943,6.636
262,3.668,-1.141,9.904,0.048,8.638,3.894,-5.716,0.985,6.314
263,3.728,-1.0270000000000001,9.857000000000001,0.032,8.623,3.912,-5.787999999999999,0.922,6.567
264,3.6210000000000004,-1.003,9.765,-0.001,8.613999999999999,3.983,-5.972,0.83,7.356
265,3.43,-1.08,9.677,-0.022,8.662,4.083,-6.081,0.764,8.283999999999999
266,3.25,-1.19,9.625,-0.038,8.738999999999999,4.19,-6.274,0.7240000000000001,8.693
267,3.182,-1.2409999999999999,9.576,-0.034,8.847000000000003,4.282,-6.558,0.782,8.611
268,3.247,-1.179,9.53,-0.023,9.041,4.33,-6.715,0.8009999999999999,8.531
269,3.3930000000000002,-1.0490000000000002,9.461,0.006999999999999999,9.267,4.351,-6.64,0.84,8.712
270,3.741,-0.715,9.281,0.036000000000000004,9.41,4.3439999999999985,-6.5520000000000005,0.894,8.587
271,3.741,-0.715,9.281,0.043,9.479,4.231,-6.48,0.943,8.459
272,3.822,-0.57,9.171,0.026,9.459,4.049,-6.3839999999999995,0.97,8.46
273,3.782,-0.442,9.084,-0.025,9.317,3.882,-6.359,0.875,8.46
274,3.639,-0.33299999999999996,8.975,-0.091,9.149,3.731,-6.521,0.654,8.677
275,3.468,-0.25,8.871,-0.135,9.021,3.622,-6.9060000000000015,0.335,9.008
276,3.303,-0.21899999999999997,8.769,-0.165,8.975,3.543,-7.278,0.013999999999999999,9.099
277,3.177,-0.223,8.73,-0.196,9.003,3.488,-7.336,-0.078,8.818
278,3.0980000000000003,-0.22699999999999998,8.72,-0.193,8.988,3.548,-6.9979999999999976,-0.023,8.52
279,3.0869999999999997,-0.18600000000000005,8.721,-0.18,8.906,3.533,-6.565,0.038,8.459
280,3.182,-0.09,8.707,-0.14800000000000002,8.795,3.606,-6.178,-0.055999999999999994,8.61
281,3.324,0.051,8.702,-0.084,8.633,3.699,-5.8660000000000005,-0.243,8.766
282,3.431,0.18100000000000002,8.75,0.005,8.498,3.745,-5.577999999999999,-0.5589999999999999,8.624
283,3.438,0.262,8.821,0.097,8.379,3.724,-5.277,-0.96,8.199
284,3.366,0.292,8.908,0.184,8.302999999999999,3.655,-5.091,-1.3519999999999999,7.484
285,3.23,0.27699999999999997,8.972999999999997,0.236,8.307,3.585,-4.872,-1.6469999999999998,6.874
286,3.069,0.254,9.035,0.235,8.412,3.621,-4.453,-1.867,6.388999999999999
