,wx,wy,wz,nx,ny,nz,tx,ty,tz
191,1.3659999999999999,4.8389999999999995,7.84,2.37,5.562,4.756,-4.07,8.815,4.289
192,1.401,4.806,7.73,2.381,5.144,4.669,-4.01,8.629,4.308
193,1.483,4.754,7.621,2.354,4.699,4.562,-3.324,8.352,4.5489999999999995
194,1.6869999999999998,4.715,7.56,2.29,4.435,4.515,-2.261,8.049,4.7810000000000015
195,1.9869999999999999,4.738,7.5310000000000015,2.106,4.131,4.4460000000000015,-1.729,7.938,5.0169999999999995
196,2.334,4.784,7.535,1.871,3.891,4.3260000000000005,-1.73,7.936,5.277
197,2.71,4.785,7.404,1.5659999999999998,3.768,4.245,-1.774,7.943,5.4220000000000015
198,3.0669999999999997,4.743,7.28,1.202,3.966,4.351,-1.7930000000000001,7.934,5.393
199,3.383,4.626,7.027,0.8029999999999999,4.493,4.62,-1.7469999999999999,7.834,5.144
200,3.615,4.466,6.215,0.443,5.122000000000001,4.873,-1.7180000000000002,7.688,4.849
201,3.815,4.348,6.215,0.15,5.586,4.987,-1.639,7.472,4.782
202,4.082,4.427,5.825,-0.028,5.895,5.024,-1.375,7.386,4.761
203,4.405,4.65,5.567,-0.187,6.096,5.142,-1.476,7.7429999999999986,4.875
204,4.749,4.836,5.3370000000000015,-0.375,6.251,5.167999999999998,-1.8,8.009,5.059
205,5.169,5.012,5.332000000000002,-0.597,6.487,5.21,-1.973,7.96,5.25
206,5.485,5.23,5.476,-0.933,6.731,5.4529999999999985,-1.847,7.709,5.4060000000000015
207,5.7079999999999975,5.454,5.5889999999999995,-1.269,7.062,5.705,-1.607,7.474,5.455
208,5.777,5.601,5.563,-1.632,7.242000000000001,5.83,-1.3359999999999999,7.365,5.442
209,5.742000000000001,5.727,5.3729999999999976,-2.15,6.9529999999999985,5.952000000000001,-1.079,7.423999999999999,5.438
210,5.796,5.891,4.956,-2.763,6.3370000000000015,6.172999999999999,-0.8859999999999999,7.569,5.476
211,5.9879999999999995,6.066,4.362,-3.069,5.83,6.489,-0.733,7.7479999999999976,5.535
212,6.2620000000000005,6.187,3.6519999999999997,-3.241,5.697,6.891,-0.622,7.9060000000000015,5.564
213,6.497000000000001,6.3370000000000015,2.861,-3.478,5.872999999999998,7.414,-0.503,8.07,5.537999999999999
214,6.767,6.563,2.178,-3.569,6.1789999999999985,7.887,-0.366,8.246,5.456
215,7.22,6.9220000000000015,1.797,-3.694,6.9129999999999985,8.106,-0.263,8.402000000000001,5.273
216,7.798999999999999,7.205,1.671,-3.892,6.934,8.112,-0.242,8.515,5.073
217,8.416,7.348,1.8330000000000002,-4.128,7.487999999999999,8.112,-0.311,8.552,4.982
218,8.882,7.36,2.126,-4.296,7.739,7.685,-0.511,8.449,4.9060000000000015
219,8.874,7.21,2.296,-4.311,7.622000000000001,7.843,-0.753,8.23,4.76
220,8.35,6.938,2.229,-4.301,7.245,7.7570000000000014,-0.9179999999999999,8.062000000000001,4.523
221,7.655,6.725,1.9409999999999998,-4.343,6.948,7.67,-0.955,8.046,4.341
222,7.269,6.59,1.423,-4.2860000000000005,6.999,7.557,-0.904,8.127,4.181
223,7.355,6.438,0.858,-4.063,7.183,7.379,-0.833,8.265,4.0169999999999995
224,7.7639999999999985,6.325,0.45799999999999996,-3.742,7.28,7.197,-0.755,8.411,3.862
225,8.255,6.353,0.335,-3.687,7.268,7.002000000000002,-0.685,8.535,3.6860000000000004
226,8.604,6.45,0.293,-4.132,7.444,6.955,-0.655,8.666,3.475
227,8.751,6.527,0.385,-4.731,7.776,7.1960000000000015,-0.6990000000000001,8.851,3.359
228,8.718,6.528,0.541,-4.988,7.895,7.626,-0.7909999999999999,9.092,3.503
229,8.596,6.415,0.594,-4.974,7.751,8.021,-0.889,9.374,3.815
230,8.521,6.148,0.488,-4.98,7.603,8.171,-0.893,9.65,4.029
231,8.644,5.8329999999999975,0.099,-5.064,7.622999999999998,8.04,-0.743,9.797,4.002
232,8.99,5.5729999999999995,-0.322,-5.127999999999999,7.768,7.907,-0.391,9.679,3.7119999999999997
233,9.416,5.365,-0.601,-5.102,7.871,7.927,0.07200000000000001,9.183,3.367
234,9.839,5.218999999999999,-0.716,-4.8660000000000005,7.866,8.004,0.379,8.261000000000001,3.197
235,10.251,5.266,-0.743,-4.47,7.829,8.076,0.297,7.178,3.32
236,10.790999999999999,5.461,-0.74,-4.2010000000000005,7.809,8.173,-0.221,6.3370000000000015,3.8819999999999997
237,11.614,5.626,-0.8390000000000001,-4.202,7.746,8.181000000000001,-1.057,6.091,4.8580000000000005
238,12.561,5.671,-1.044,-4.231,7.699,8.141,-2.116,6.524,6.237
239,13.499,5.551,-1.639,-4.295,7.593,8.118,-3.185,7.357,7.483
240,14.575,5.476,-2.608,-4.329,7.508999999999999,8.009,-3.98,8.283999999999999,7.757999999999999
241,16.041,5.5329999999999995,-3.365,-4.231,7.369,7.943,-4.356,9.032,6.6579999999999995
242,17.758,5.8260000000000005,-3.845,-4.083,7.189,7.921,-4.208,9.349,4.745
243,19.112000000000002,6.4060000000000015,-3.903,-3.882,7.064,7.917999999999998,-3.384,9.2,3.162
244,19.89,7.379,-3.7569999999999997,-3.674,6.865,7.987,-2.101,8.726,2.613
245,20.454,8.697000000000001,-4.038,-3.445,6.565,7.9620000000000015,-0.8220000000000001,8.207,3.3
246,21.276,10.142000000000001,-4.999,-3.262,6.25,7.855,0.07200000000000001,8.017999999999999,4.039
247,22.419,11.509,-6.442,-3.2110000000000003,5.97,7.778,0.37,8.279,4.341
248,23.613000000000003,12.78,-7.968,-3.314,5.6789999999999985,7.654,0.19899999999999998,8.836,4.1110000000000015
249,24.146,14.341,-9.041,-3.508,5.113,7.436,-0.077,9.406,3.642
250,23.99,16.702,-9.58,-3.508,5.113,7.436,-0.32899999999999996,9.708,3.64
251,23.679000000000002,19.495,-9.943,-3.451,4.761,7.392,-0.607,9.645,3.943
252,23.499000000000002,22.24,-10.174,-3.309,4.385,7.36,-0.9309999999999999,9.363,4.093999999999999
253,23.432,24.903000000000002,-10.337,-3.0860000000000003,4.131,7.2029999999999985,-1.3519999999999999,9.078,4.007
254,23.329,27.596999999999998,-10.552,-2.879,4.038,6.976,-1.8219999999999998,8.897,3.633
255,23.114,30.555999999999997,-10.87,-2.861,4.056,6.737,-2.157,8.88,3.095
256,23.009,33.719,-11.103,-3.048,4.1960000000000015,6.6320000000000014,-2.247,8.96,2.6919999999999997
257,23.134,36.471,-10.857999999999999,-3.3110000000000004,4.365,6.62,-2.017,9.044,2.4530000000000003
258,23.037,37.846,-10.470999999999998,-3.418,4.572,6.58,-1.6230000000000002,9.165,2.5140000000000002
259,22.34,38.533,-9.756,-3.2880000000000003,4.798,6.529,-1.338,9.27,2.83
260,21.076,38.878,-8.957,-2.893,4.952,6.53,-1.3319999999999999,9.294,3.036
261,19.36,39.049,-8.138,-2.419,4.902,6.6,-1.585,9.264,3.0980000000000003
262,17.227,39.135999999999996,-7.8870000000000005,-2.025,4.776,6.6629999999999985,-1.994,9.152999999999999,3.134
263,14.86,39.179,-7.891,-1.796,4.7780000000000005,6.791,-2.492,8.991,3.0410000000000004
264,12.936,39.2,-8.327,-1.791,4.9030000000000005,6.984,-3.0180000000000002,8.839,2.887
265,11.958,39.211,-8.422,-1.911,5.1160000000000005,7.178,-3.467,8.788,2.719
266,11.299000000000001,39.217,-7.745,-1.958,5.346,7.275,-3.667,8.874,2.65
267,10.142000000000001,38.683,-6.916,-1.865,5.72,7.269,-3.6060000000000003,8.943999999999997,2.909
268,8.191,37.01300000000001,-6.558,-1.776,6.372999999999998,7.298999999999999,-3.363,8.878,3.187
269,6.0020000000000024,35.188,-6.415,-1.879,6.87,7.3679999999999986,-2.9739999999999998,8.764,3.2689999999999997
270,3.551,33.052,-6.675,-2.0540000000000003,6.858,7.33,-2.562,8.74,3.262
271,1.087,30.394000000000002,-6.9239999999999995,-2.169,6.365,7.365,-2.233,8.838,3.178
272,-1.68,27.805,-6.895,-2.119,5.766,7.576,-1.9969999999999999,9.037,2.944
273,-1.615,25.224,-6.706,-2.0,5.407,7.8820000000000014,-1.806,9.285,2.6639999999999997
274,-5.182,22.564,-5.379,-1.952,5.316,8.078,-1.617,9.517999999999999,2.448
275,-9.576,19.5,-4.059,-1.999,5.367000000000001,8.01,-1.399,9.724,2.271
276,-13.856,16.203,-4.01,-2.02,5.461,7.7879999999999985,-1.046,9.937999999999999,2.094
277,-15.567,16.215,-3.43,-1.911,5.527,7.553,-0.512,10.148,2.03
278,-14.126,13.161,-2.008,-1.7180000000000002,5.662000000000001,7.381,0.085,10.248,2.126
279,-11.953,10.763,-0.16899999999999998,-1.6030000000000002,5.832000000000002,7.305,0.596,10.218,2.253
280,-10.415999999999999,9.201,1.919,-1.561,6.0360000000000005,7.271,0.961,10.005,2.454
281,-9.747,8.629,1.8519999999999999,-1.537,6.178,7.2010000000000005,1.189,9.65,2.608
282,-9.556000000000001,8.787,3.918,-1.489,6.24,7.159,1.2690000000000001,9.221,2.6310000000000002
283,-9.246,9.25,5.6610000000000005,-1.435,6.194,7.131,1.255,8.792,2.602
284,-8.774,9.674,6.9,-1.4509999999999998,6.097,7.07,1.227,8.398,2.719
285,-8.183,9.94,7.581,-1.52,6.114,6.965,1.136,8.176,3.072
286,-7.428,10.025,7.791,-1.5490000000000002,6.232,6.85,0.9490000000000001,8.168,3.713
287,-6.662000000000001,9.9,7.52,-1.4880000000000002,6.324,6.7639999999999985,0.723,8.359,4.496
